"Localidades";"Períodos";"Óbitos por Causas Externas ";"Taxa de Mortalidade por Causas Externas (Por cem mil habitantes)";"Óbitos por Agressões ";"Taxa de Mortalidade por Agressões (Por cem mil habitantes)";"Óbitos por Acidentes de Transportes ";"Taxa de Mortalidade por Acidentes de Transportes (Por cem mil habitantes)";"Cód. IBGE"
"São João da Boa Vista";"2017";"51";"59,06";"5";"5,79";"12";"13,9";3549102
"São João das Duas Pontes";"2013";"-";"-";"-";"-";"-";"-";3549201
"São João das Duas Pontes";"2014";"3";"118,72";"-";"-";"1";"39,57";3549201
"São João das Duas Pontes";"2015";"1";"39,73";"-";"-";"1";"39,73";3549201
"São João das Duas Pontes";"2016";"2";"79,74";"-";"-";"-";"-";3549201
"São João das Duas Pontes";"2017";"3";"119,95";"-";"-";"-";"-";3549201
"São João de Iracema";"2013";"1";"55,46";"-";"-";"-";"-";3549250
"São João de Iracema";"2014";"2";"110,38";"-";"-";"-";"-";3549250
"São João de Iracema";"2015";"-";"-";"-";"-";"-";"-";3549250
"São João de Iracema";"2016";"1";"54,76";"-";"-";"1";"54,76";3549250
"São João de Iracema";"2017";"-";"-";"-";"-";"-";"-";3549250
"São João do Pau d'Alho";"2013";"2";"96,9";"-";"-";"-";"-";3549300
"São João do Pau d'Alho";"2014";"1";"48,78";"-";"-";"1";"48,78";3549300
"São João do Pau d'Alho";"2015";"2";"98,18";"-";"-";"-";"-";3549300
"São João do Pau d'Alho";"2016";"1";"49,33";"-";"-";"-";"-";3549300
"São João do Pau d'Alho";"2017";"1";"49,6";"-";"-";"-";"-";3549300
"São Joaquim da Barra";"2013";"16";"33,55";"1";"2,1";"5";"10,48";3549409
"São Joaquim da Barra";"2014";"21";"43,65";"2";"4,16";"13";"27,02";3549409
"São Joaquim da Barra";"2015";"11";"22,67";"2";"4,12";"5";"10,3";3549409
"São Joaquim da Barra";"2016";"28";"57,29";"1";"2,05";"11";"22,51";3549409
"São Joaquim da Barra";"2017";"18";"36,57";"2";"4,06";"9";"18,29";3549409
"São José da Bela Vista";"2013";"2";"23,55";"1";"11,77";"1";"11,77";3549508
"São José da Bela Vista";"2014";"4";"46,93";"-";"-";"4";"46,93";3549508
"São José da Bela Vista";"2015";"9";"105,2";"2";"23,38";"1";"11,69";3549508
"São José da Bela Vista";"2016";"8";"93,14";"3";"34,93";"1";"11,64";3549508
"São José da Bela Vista";"2017";"10";"115,96";"-";"-";"-";"-";3549508
"São José do Barreiro";"2013";"2";"49,12";"-";"-";"1";"24,56";3549607
"São José do Barreiro";"2014";"2";"49,14";"1";"24,57";"-";"-";3549607
"São José do Barreiro";"2015";"2";"49,16";"-";"-";"-";"-";3549607
"São José do Barreiro";"2016";"4";"98,3";"1";"24,58";"2";"49,15";3549607
"São José do Barreiro";"2017";"5";"122,88";"1";"24,58";"1";"24,58";3549607
"São José do Rio Pardo";"2013";"32";"61,17";"1";"1,91";"17";"32,5";3549706
"São José do Rio Pardo";"2014";"28";"53,38";"2";"3,81";"13";"24,78";3549706
"São José do Rio Pardo";"2015";"24";"45,63";"2";"3,8";"8";"15,21";3549706
"São José do Rio Pardo";"2016";"30";"56,91";"1";"1,9";"8";"15,18";3549706
"São José do Rio Pardo";"2017";"25";"47,31";"1";"1,89";"5";"9,46";3549706
"São José do Rio Preto";"2013";"267";"63,39";"48";"11,4";"83";"19,71";3549805
"São José do Rio Preto";"2014";"275";"64,6";"44";"10,34";"104";"24,43";3549805
"São José do Rio Preto";"2015";"240";"55,77";"29";"6,74";"69";"16,03";3549805
"São José do Rio Preto";"2016";"249";"57,4";"35";"8,07";"75";"17,29";3549805
"São José do Rio Preto";"2017";"263";"60,15";"38";"8,69";"66";"15,09";3549805
"São José dos Campos";"2013";"318";"48,56";"93";"14,2";"100";"15,27";3549904
"São José dos Campos";"2014";"336";"50,63";"69";"10,4";"128";"19,29";3549904
"São José dos Campos";"2015";"361";"53,68";"81";"12,04";"94";"13,98";3549904
"São José dos Campos";"2016";"359";"52,79";"87";"12,79";"91";"13,38";3549904
"São José dos Campos";"2017";"271";"39,42";"57";"8,29";"62";"9,02";3549904
"São Lourenço da Serra";"2013";"9";"62,36";"1";"6,93";"4";"27,72";3549953
"São Lourenço da Serra";"2014";"17";"116,48";"2";"13,7";"6";"41,11";3549953
"São Lourenço da Serra";"2015";"15";"101,63";"2";"13,55";"3";"20,33";3549953
"São Lourenço da Serra";"2016";"12";"80,43";"1";"6,7";"3";"20,11";3549953
"São Lourenço da Serra";"2017";"16";"106,09";"3";"19,89";"4";"26,52";3549953
"São Luiz do Paraitinga";"2013";"8";"76,61";"1";"9,58";"1";"9,58";3550001
"São Luiz do Paraitinga";"2014";"10";"95,62";"1";"9,56";"-";"-";3550001
"São Luiz do Paraitinga";"2015";"3";"28,65";"1";"9,55";"-";"-";3550001
"São Luiz do Paraitinga";"2016";"3";"28,59";"-";"-";"1";"9,53";3550001
"São Luiz do Paraitinga";"2017";"9";"85,62";"-";"-";"2";"19,03";3550001
"São Manuel";"2013";"28";"72,34";"6";"15,5";"10";"25,84";3550100
"São Manuel";"2014";"23";"59,23";"4";"10,3";"12";"30,9";3550100
"São Manuel";"2015";"15";"38,5";"2";"5,13";"2";"5,13";3550100
"São Manuel";"2016";"34";"87";"1";"2,56";"12";"30,71";3550100
"São Manuel";"2017";"29";"73,98";"1";"2,55";"15";"38,26";3550100
"São Miguel Arcanjo";"2013";"20";"63,32";"4";"12,66";"5";"15,83";3550209
"São Miguel Arcanjo";"2014";"29";"91,67";"2";"6,32";"11";"34,77";3550209
"São Miguel Arcanjo";"2015";"16";"50,5";"2";"6,31";"7";"22,1";3550209
"São Miguel Arcanjo";"2016";"25";"78,75";"1";"3,15";"10";"31,5";3550209
"São Miguel Arcanjo";"2017";"11";"34,58";"3";"9,43";"4";"12,58";3550209
"São Paulo";"2013";"6302";"55,06";"1709";"14,93";"1340";"11,71";3550308
"São Paulo";"2014";"6015";"52,24";"1473";"12,79";"1110";"9,64";3550308
"São Paulo";"2015";"5713";"49,33";"1239";"10,7";"866";"7,48";3550308
"São Paulo";"2016";"5029";"43,21";"1088";"9,35";"796";"6,84";3550308
"São Paulo";"2017";"5066";"43,31";"550";"4,7";"394";"3,37";3550308
"São Pedro";"2013";"28";"86,28";"4";"12,33";"10";"30,81";3550407
"São Pedro";"2014";"20";"61,1";"7";"21,39";"6";"18,33";3550407
"São Pedro";"2015";"19";"57,55";"1";"3,03";"7";"21,2";3550407
"São Pedro";"2016";"24";"72,18";"3";"9,02";"11";"33,08";3550407
"São Pedro";"2017";"20";"59,73";"2";"5,97";"6";"17,92";3550407
"São Pedro do Turvo";"2013";"6";"82,88";"-";"-";"5";"69,07";3550506
"São Pedro do Turvo";"2014";"6";"82,72";"-";"-";"5";"68,94";3550506
"São Pedro do Turvo";"2015";"8";"110,07";"-";"-";"4";"55,04";3550506
"São Pedro do Turvo";"2016";"8";"109,75";"2";"27,44";"2";"27,44";3550506
"São Pedro do Turvo";"2017";"6";"82,1";"1";"13,68";"1";"13,68";3550506
"São Roque";"2013";"62";"76,02";"13";"15,94";"24";"29,43";3550605
"São Roque";"2014";"55";"66,64";"5";"6,06";"16";"19,39";3550605
"São Roque";"2015";"50";"59,87";"7";"8,38";"16";"19,16";3550605
"São Roque";"2016";"44";"52,21";"4";"4,75";"10";"11,87";3550605
"São Roque";"2017";"56";"65,84";"4";"4,7";"16";"18,81";3550605
"São Sebastião";"2013";"65";"83,38";"18";"23,09";"21";"26,94";3550704
"São Sebastião";"2014";"73";"91,95";"31";"39,05";"21";"26,45";3550704
"São Sebastião";"2015";"66";"81,62";"23";"28,44";"17";"21,02";3550704
"São Sebastião";"2016";"86";"104,78";"28";"34,11";"30";"36,55";3550704
"São Sebastião";"2017";"51";"61,21";"12";"14,4";"16";"19,2";3550704
"São Sebastião da Grama";"2013";"11";"91,47";"-";"-";"5";"41,58";3550803
"São Sebastião da Grama";"2014";"6";"50";"1";"8,33";"2";"16,67";3550803
"São Sebastião da Grama";"2015";"4";"33,4";"-";"-";"1";"8,35";3550803
"São Sebastião da Grama";"2016";"6";"50,13";"-";"-";"1";"8,36";3550803
"São Sebastião da Grama";"2017";"3";"25,08";"-";"-";"-";"-";3550803
"São Simão";"2013";"9";"62,12";"-";"-";"8";"55,22";3550902
"São Simão";"2014";"9";"61,91";"-";"-";"-";"-";3550902
"São Simão";"2015";"8";"54,85";"4";"27,42";"-";"-";3550902
"São Simão";"2016";"8";"54,65";"-";"-";"2";"13,66";3550902
"São Simão";"2017";"11";"74,89";"1";"6,81";"4";"27,23";3550902
"São Vicente";"2013";"202";"59,42";"53";"15,59";"62";"18,24";3551009
"São Vicente";"2014";"207";"60,42";"55";"16,05";"60";"17,51";3551009
"São Vicente";"2015";"201";"58,22";"43";"12,46";"42";"12,17";3551009
"São Vicente";"2016";"184";"52,91";"45";"12,94";"39";"11,22";3551009
"São Vicente";"2017";"173";"49,39";"42";"11,99";"25";"7,14";3551009
"Sarapuí";"2013";"7";"74,92";"2";"21,41";"1";"10,7";3551108
"Sarapuí";"2014";"10";"105,76";"1";"10,58";"7";"74,03";3551108
"Sarapuí";"2015";"10";"104,5";"-";"-";"6";"62,7";3551108
"Sarapuí";"2016";"10";"103,36";"1";"10,34";"3";"31,01";3551108
"Sarapuí";"2017";"10";"102,23";"1";"10,22";"3";"30,67";3551108
"Sarutaiá";"2013";"-";"-";"-";"-";"-";"-";3551207
"Sarutaiá";"2014";"1";"27,56";"1";"27,56";"-";"-";3551207
"Sarutaiá";"2015";"5";"137,78";"-";"-";"2";"55,11";3551207
"Sarutaiá";"2016";"2";"55,05";"-";"-";"1";"27,53";3551207
"Sarutaiá";"2017";"2";"55,01";"-";"-";"-";"-";3551207
"Sebastianópolis do Sul";"2013";"3";"96,12";"-";"-";"-";"-";3551306
"Sebastianópolis do Sul";"2014";"4";"126,82";"-";"-";"3";"95,12";3551306
"Sebastianópolis do Sul";"2015";"3";"94,16";"-";"-";"2";"62,77";3551306
"Sebastianópolis do Sul";"2016";"3";"93,55";"-";"-";"1";"31,18";3551306
"Sebastianópolis do Sul";"2017";"3";"92,91";"-";"-";"-";"-";3551306
"Serra Azul";"2013";"7";"60,66";"-";"-";"3";"26";3551405
"Serra Azul";"2014";"15";"128,76";"1";"8,58";"4";"34,33";3551405
"Serra Azul";"2015";"11";"93,52";"3";"25,51";"-";"-";3551405
"Serra Azul";"2016";"5";"42,15";"-";"-";"1";"8,43";3551405
"Serra Azul";"2017";"5";"41,79";"1";"8,36";"3";"25,07";3551405
"Serra Negra";"2013";"13";"48,63";"1";"3,74";"3";"11,22";3551603
"Serra Negra";"2014";"17";"63,3";"4";"14,89";"4";"14,89";3551603
"Serra Negra";"2015";"9";"33,36";"-";"-";"3";"11,12";3551603
"Serra Negra";"2016";"17";"62,8";"2";"7,39";"6";"22,16";3551603
"Serra Negra";"2017";"11";"40,49";"1";"3,68";"1";"3,68";3551603
"Serrana";"2013";"22";"54,23";"1";"2,46";"14";"34,51";3551504
"Serrana";"2014";"30";"72,87";"6";"14,57";"11";"26,72";3551504
"Serrana";"2015";"18";"43,08";"6";"14,36";"5";"11,97";3551504
"Serrana";"2016";"20";"47,29";"6";"14,19";"4";"9,46";3551504
"Serrana";"2017";"20";"46,71";"1";"2,34";"8";"18,68";3551504
"Sertãozinho";"2013";"86";"75,42";"12";"10,52";"24";"21,05";3551702
"Sertãozinho";"2014";"72";"62,38";"7";"6,06";"31";"26,86";3551702
"Sertãozinho";"2015";"69";"59,06";"12";"10,27";"19";"16,26";3551702
"Sertãozinho";"2016";"52";"44,1";"7";"5,94";"17";"14,42";3551702
"Sertãozinho";"2017";"62";"52,1";"10";"8,4";"18";"15,12";3551702
"Sete Barras";"2013";"9";"70,21";"1";"7,8";"3";"23,4";3551801
"Sete Barras";"2014";"11";"86,23";"3";"23,52";"4";"31,36";3551801
"Sete Barras";"2015";"17";"133,93";"1";"7,88";"5";"39,39";3551801
"Sete Barras";"2016";"9";"70,98";"2";"15,77";"2";"15,77";3551801
"Sete Barras";"2017";"5";"39,48";"-";"-";"1";"7,9";3551801
"Severínia";"2013";"8";"50,03";"3";"18,76";"3";"18,76";3551900
"Severínia";"2014";"9";"55,68";"1";"6,19";"6";"37,12";3551900
"Severínia";"2015";"17";"104,05";"1";"6,12";"3";"18,36";3551900
"Severínia";"2016";"7";"42,44";"-";"-";"1";"6,06";3551900
"Severínia";"2017";"9";"54,06";"-";"-";"2";"12,01";3551900
"Silveiras";"2013";"1";"16,91";"-";"-";"1";"16,91";3552007
"Silveiras";"2014";"3";"50,38";"-";"-";"2";"33,59";3552007
"Silveiras";"2015";"4";"66,69";"3";"50,02";"-";"-";3552007
"Silveiras";"2016";"3";"49,68";"-";"-";"1";"16,56";3552007
"Silveiras";"2017";"4";"65,79";"-";"-";"1";"16,45";3552007
"Socorro";"2013";"19";"50,85";"2";"5,35";"5";"13,38";3552106
"Socorro";"2014";"21";"55,84";"1";"2,66";"8";"21,27";3552106
"Socorro";"2015";"28";"73,97";"5";"13,21";"12";"31,7";3552106
"Socorro";"2016";"20";"52,58";"2";"5,26";"11";"28,92";3552106
"Socorro";"2017";"19";"49,71";"-";"-";"12";"31,4";3552106
"Sorocaba";"2013";"369";"60,66";"66";"10,85";"135";"22,19";3552205
"Sorocaba";"2014";"385";"62,5";"104";"16,88";"119";"19,32";3552205
"Sorocaba";"2015";"313";"50,18";"66";"10,58";"93";"14,91";3552205
"Sorocaba";"2016";"354";"56,14";"78";"12,37";"70";"11,1";3552205
"Sorocaba";"2017";"335";"52,55";"67";"10,51";"68";"10,67";3552205
"Sud Mennucci";"2013";"6";"79,71";"-";"-";"3";"39,86";3552304
"Sud Mennucci";"2014";"4";"52,92";"-";"-";"1";"13,23";3552304
"Sud Mennucci";"2015";"7";"92,23";"1";"13,18";"2";"26,35";3552304
"Sud Mennucci";"2016";"2";"26,26";"1";"13,13";"-";"-";3552304
"Sud Mennucci";"2017";"4";"52,36";"-";"-";"1";"13,09";3552304
"Sumaré";"2013";"167";"65,7";"54";"21,24";"56";"22,03";3552403
"Sumaré";"2014";"157";"60,66";"52";"20,09";"49";"18,93";3552403
"Sumaré";"2015";"141";"53,51";"42";"15,94";"38";"14,42";3552403
"Sumaré";"2016";"164";"61,35";"54";"20,2";"46";"17,21";3552403
"Sumaré";"2017";"155";"57,15";"49";"18,07";"36";"13,27";3552403
"Suzanápolis";"2013";"-";"-";"-";"-";"-";"-";3552551
"Suzanápolis";"2014";"2";"55,19";"-";"-";"1";"27,59";3552551
"Suzanápolis";"2015";"4";"108,46";"-";"-";"1";"27,11";3552551
"Suzanápolis";"2016";"-";"-";"-";"-";"-";"-";3552551
"Suzanápolis";"2017";"2";"52,77";"1";"26,39";"1";"26,39";3552551
"Suzano";"2013";"157";"57,96";"51";"18,83";"42";"15,5";3552502
"Suzano";"2014";"159";"58,06";"46";"16,8";"41";"14,97";3552502
"Suzano";"2015";"178";"64,29";"42";"15,17";"31";"11,2";3552502
"Suzano";"2016";"130";"46,49";"29";"10,37";"37";"13,23";3552502
"Suzano";"2017";"152";"53,82";"30";"10,62";"30";"10,62";3552502
"Tabapuã";"2013";"12";"103,96";"1";"8,66";"3";"25,99";3552601
"Tabapuã";"2014";"6";"51,7";"-";"-";"2";"17,23";3552601
"Tabapuã";"2015";"10";"85,69";"-";"-";"3";"25,71";3552601
"Tabapuã";"2016";"10";"85,37";"3";"25,61";"5";"42,68";3552601
"Tabapuã";"2017";"10";"85,04";"1";"8,5";"3";"25,51";3552601
"Tabatinga";"2013";"9";"59,8";"1";"6,64";"3";"19,93";3552700
"Tabatinga";"2014";"11";"72,47";"-";"-";"3";"19,77";3552700
"Tabatinga";"2015";"10";"65,33";"2";"13,07";"3";"19,6";3552700
"Tabatinga";"2016";"11";"71,32";"1";"6,48";"4";"25,94";3552700
"Tabatinga";"2017";"11";"70,79";"1";"6,44";"2";"12,87";3552700
"Taboão da Serra";"2013";"152";"59,33";"40";"15,61";"35";"13,66";3552809
"Taboão da Serra";"2014";"154";"59,15";"38";"14,6";"48";"18,44";3552809
"Taboão da Serra";"2015";"172";"65,01";"38";"14,36";"21";"7,94";3552809
"Taboão da Serra";"2016";"134";"49,94";"34";"12,67";"24";"8,94";3552809
"Taboão da Serra";"2017";"143";"52,55";"21";"7,72";"16";"5,88";3552809
"Taciba";"2013";"3";"51,58";"-";"-";"-";"-";3552908
"Taciba";"2014";"1";"17,09";"-";"-";"-";"-";3552908
"Taciba";"2015";"2";"33,97";"-";"-";"1";"16,99";3552908
"Taciba";"2016";"7";"118,24";"-";"-";"5";"84,46";3552908
"Taciba";"2017";"3";"50,39";"2";"33,59";"1";"16,8";3552908
"Taguaí";"2013";"6";"51,8";"-";"-";"4";"34,54";3553005
"Taguaí";"2014";"6";"50,6";"-";"-";"2";"16,87";3553005
"Taguaí";"2015";"12";"98,85";"-";"-";"4";"32,95";3553005
"Taguaí";"2016";"7";"56,6";"-";"-";"3";"24,26";3553005
"Taguaí";"2017";"7";"55,56";"-";"-";"3";"23,81";3553005
"Taiaçu";"2013";"1";"16,84";"-";"-";"-";"-";3553104
"Taiaçu";"2014";"3";"50,39";"-";"-";"1";"16,8";3553104
"Taiaçu";"2015";"4";"67,02";"1";"16,76";"1";"16,76";3553104
"Taiaçu";"2016";"-";"-";"-";"-";"-";"-";3553104
"Taiaçu";"2017";"6";"100,07";"2";"33,36";"1";"16,68";3553104
"Taiúva";"2013";"3";"46,92";"-";"-";"1";"15,64";3553203
"Taiúva";"2014";"6";"94,18";"1";"15,7";"4";"62,78";3553203
"Taiúva";"2015";"6";"94,46";"1";"15,74";"2";"31,49";3553203
"Taiúva";"2016";"5";"78,99";"-";"-";"1";"15,8";3553203
"Taiúva";"2017";"3";"47,52";"1";"15,84";"1";"15,84";3553203
"Tambaú";"2013";"11";"48,87";"2";"8,89";"3";"13,33";3553302
"Tambaú";"2014";"14";"62,11";"-";"-";"8";"35,49";3553302
"Tambaú";"2015";"14";"62,02";"3";"13,29";"7";"31,01";3553302
"Tambaú";"2016";"15";"66,31";"1";"4,42";"1";"4,42";3553302
"Tambaú";"2017";"11";"48,53";"2";"8,82";"1";"4,41";3553302
"Tanabi";"2013";"23";"94,22";"1";"4,1";"12";"49,16";3553401
"Tanabi";"2014";"21";"85,59";"-";"-";"10";"40,76";3553401
"Tanabi";"2015";"19";"77,04";"1";"4,05";"4";"16,22";3553401
"Tanabi";"2016";"12";"48,48";"1";"4,04";"4";"16,16";3553401
"Tanabi";"2017";"19";"76,5";"1";"4,03";"4";"16,11";3553401
"Tapiraí";"2013";"3";"38,1";"-";"-";"2";"25,4";3553500
"Tapiraí";"2014";"9";"114,97";"2";"25,55";"2";"25,55";3553500
"Tapiraí";"2015";"6";"77,1";"-";"-";"-";"-";3553500
"Tapiraí";"2016";"12";"154,54";"1";"12,88";"2";"25,76";3553500
"Tapiraí";"2017";"6";"77,43";"1";"12,9";"3";"38,71";3553500
"Tapiratiba";"2013";"7";"55,17";"-";"-";"4";"31,53";3553609
"Tapiratiba";"2014";"7";"55,25";"1";"7,89";"3";"23,68";3553609
"Tapiratiba";"2015";"6";"47,42";"1";"7,9";"-";"-";3553609
"Tapiratiba";"2016";"11";"87";"-";"-";"3";"23,73";3553609
"Tapiratiba";"2017";"-";"-";"-";"-";"-";"-";3553609
"Taquaral";"2013";"2";"73,29";"2";"73,29";"-";"-";3553658
"Taquaral";"2014";"3";"109,89";"1";"36,63";"1";"36,63";3553658
"Taquaral";"2015";"-";"-";"-";"-";"-";"-";3553658
"Taquaral";"2016";"2";"73,13";"-";"-";"1";"36,56";3553658
"Taquaral";"2017";"3";"109,53";"-";"-";"2";"73,02";3553658
"Taquaritinga";"2013";"26";"48,05";"4";"7,39";"11";"20,33";3553708
"Taquaritinga";"2014";"41";"75,71";"4";"7,39";"16";"29,54";3553708
"Taquaritinga";"2015";"40";"73,8";"2";"3,69";"12";"22,14";3553708
"Taquaritinga";"2016";"38";"70,03";"5";"9,21";"15";"27,64";3553708
"Taquaritinga";"2017";"36";"66,27";"4";"7,36";"5";"9,2";3553708
"Taquarituba";"2013";"19";"84,13";"4";"17,71";"6";"26,57";3553807
"Taquarituba";"2014";"20";"88,17";"4";"17,63";"9";"39,68";3553807
"Taquarituba";"2015";"21";"92,17";"1";"4,39";"15";"65,84";3553807
"Taquarituba";"2016";"12";"52,48";"-";"-";"6";"26,24";3553807
"Taquarituba";"2017";"11";"47,94";"1";"4,36";"2";"8,72";3553807
"Taquarivaí";"2013";"3";"56,39";"-";"-";"-";"-";3553856
"Taquarivaí";"2014";"3";"55,76";"1";"18,59";"1";"18,59";3553856
"Taquarivaí";"2015";"4";"73,53";"-";"-";"2";"36,76";3553856
"Taquarivaí";"2016";"2";"36,36";"-";"-";"-";"-";3553856
"Taquarivaí";"2017";"2";"35,97";"-";"-";"1";"17,99";3553856
"Tarabai";"2013";"5";"73,51";"1";"14,7";"3";"44,1";3553906
"Tarabai";"2014";"6";"87,34";"1";"14,56";"5";"72,78";3553906
"Tarabai";"2015";"3";"43,23";"3";"43,23";"-";"-";3553906
"Tarabai";"2016";"6";"85,67";"1";"14,28";"2";"28,56";3553906
"Tarabai";"2017";"2";"28,29";"-";"-";"1";"14,14";3553906
"Tarumã";"2013";"7";"51,99";"-";"-";"4";"29,71";3553955
"Tarumã";"2014";"8";"58,53";"1";"7,32";"3";"21,95";3553955
"Tarumã";"2015";"10";"72,06";"2";"14,41";"3";"21,62";3553955
"Tarumã";"2016";"7";"49,79";"1";"7,11";"3";"21,34";3553955
"Tarumã";"2017";"5";"35,11";"-";"-";"-";"-";3553955
"Tatuí";"2013";"82";"73,79";"11";"9,9";"33";"29,7";3554003
"Tatuí";"2014";"76";"67,58";"15";"13,34";"29";"25,79";3554003
"Tatuí";"2015";"69";"60,63";"10";"8,79";"22";"19,33";3554003
"Tatuí";"2016";"66";"57,37";"3";"2,61";"26";"22,6";3554003
"Tatuí";"2017";"74";"63,63";"7";"6,02";"23";"19,78";3554003
"Taubaté";"2013";"169";"58,78";"51";"17,74";"35";"12,17";3554102
"Taubaté";"2014";"171";"58,84";"49";"16,86";"48";"16,52";3554102
"Taubaté";"2015";"185";"62,97";"51";"17,36";"36";"12,25";3554102
"Taubaté";"2016";"193";"65,1";"60";"20,24";"39";"13,16";3554102
"Taubaté";"2017";"161";"53,82";"37";"12,37";"22";"7,35";3554102
"Tejupá";"2013";"-";"-";"-";"-";"-";"-";3554201
"Tejupá";"2014";"2";"42,2";"-";"-";"1";"21,1";3554201
"Tejupá";"2015";"1";"21,18";"-";"-";"-";"-";3554201
"Tejupá";"2016";"3";"63,61";"1";"21,2";"1";"21,2";3554201
"Tejupá";"2017";"1";"21,23";"-";"-";"-";"-";3554201
"Teodoro Sampaio";"2013";"12";"55,28";"2";"9,21";"4";"18,43";3554300
"Teodoro Sampaio";"2014";"14";"64,17";"6";"27,5";"2";"9,17";3554300
"Teodoro Sampaio";"2015";"8";"36,48";"2";"9,12";"1";"4,56";3554300
"Teodoro Sampaio";"2016";"13";"59,02";"1";"4,54";"5";"22,7";3554300
"Teodoro Sampaio";"2017";"25";"113,01";"2";"9,04";"12";"54,24";3554300
"Terra Roxa";"2013";"3";"34,52";"2";"23,01";"1";"11,51";3554409
"Terra Roxa";"2014";"5";"57,12";"-";"-";"4";"45,69";3554409
"Terra Roxa";"2015";"4";"45,35";"1";"11,34";"1";"11,34";3554409
"Terra Roxa";"2016";"3";"33,78";"-";"-";"1";"11,26";3554409
"Terra Roxa";"2017";"7";"78,31";"1";"11,19";"2";"22,37";3554409
"Tietê";"2013";"22";"57,72";"6";"15,74";"10";"26,23";3554508
"Tietê";"2014";"13";"33,7";"-";"-";"5";"12,96";3554508
"Tietê";"2015";"28";"71,74";"1";"2,56";"10";"25,62";3554508
"Tietê";"2016";"17";"43,11";"1";"2,54";"7";"17,75";3554508
"Tietê";"2017";"23";"57,74";"6";"15,06";"8";"20,08";3554508
"Timburi";"2013";"6";"229,36";"-";"-";"2";"76,45";3554607
"Timburi";"2014";"2";"76,78";"-";"-";"-";"-";3554607
"Timburi";"2015";"3";"115,61";"-";"-";"-";"-";3554607
"Timburi";"2016";"1";"38,65";"-";"-";"1";"38,65";3554607
"Timburi";"2017";"3";"116,28";"1";"38,76";"1";"38,76";3554607
"Torre de Pedra";"2013";"1";"43,99";"-";"-";"-";"-";3554656
"Torre de Pedra";"2014";"3";"131,64";"1";"43,88";"-";"-";3554656
"Torre de Pedra";"2015";"-";"-";"-";"-";"-";"-";3554656
"Torre de Pedra";"2016";"3";"130,83";"-";"-";"-";"-";3554656
"Torre de Pedra";"2017";"2";"86,99";"-";"-";"-";"-";3554656
"Torrinha";"2013";"3";"31,77";"-";"-";"1";"10,59";3554706
"Torrinha";"2014";"7";"73,83";"1";"10,55";"4";"42,19";3554706
"Torrinha";"2015";"3";"31,51";"1";"10,5";"-";"-";3554706
"Torrinha";"2016";"6";"62,77";"1";"10,46";"3";"31,39";3554706
"Torrinha";"2017";"5";"52,1";"1";"10,42";"1";"10,42";3554706
"Trabiju";"2013";"1";"62,93";"-";"-";"-";"-";3554755
"Trabiju";"2014";"-";"-";"-";"-";"-";"-";3554755
"Trabiju";"2015";"4";"246,76";"-";"-";"3";"185,07";3554755
"Trabiju";"2016";"1";"61,09";"-";"-";"-";"-";3554755
"Trabiju";"2017";"3";"181,49";"2";"120,99";"1";"60,5";3554755
"Tremembé";"2013";"23";"54,01";"5";"11,74";"9";"21,13";3554805
"Tremembé";"2014";"30";"69,51";"11";"25,49";"6";"13,9";3554805
"Tremembé";"2015";"29";"66,31";"3";"6,86";"9";"20,58";3554805
"Tremembé";"2016";"31";"70,18";"15";"33,96";"7";"15,85";3554805
"Tremembé";"2017";"24";"53,79";"11";"24,65";"3";"6,72";3554805
"Três Fronteiras";"2013";"8";"146,39";"1";"18,3";"4";"73,19";3554904
"Três Fronteiras";"2014";"9";"164,29";"-";"-";"9";"164,29";3554904
"Três Fronteiras";"2015";"6";"109,25";"1";"18,21";"1";"18,21";3554904
"Três Fronteiras";"2016";"9";"163,55";"-";"-";"3";"54,52";3554904
"Três Fronteiras";"2017";"4";"72,54";"-";"-";"1";"18,14";3554904
"Tuiuti";"2013";"7";"114,25";"-";"-";"5";"81,61";3554953
"Tuiuti";"2014";"3";"48,41";"-";"-";"1";"16,14";3554953
"Tuiuti";"2015";"6";"95,72";"-";"-";"4";"63,82";3554953
"Tuiuti";"2016";"8";"126,48";"-";"-";"1";"15,81";3554953
"Tuiuti";"2017";"3";"47,01";"-";"-";"1";"15,67";3554953
"Tupã";"2013";"32";"50,59";"6";"9,49";"11";"17,39";3555000
"Tupã";"2014";"46";"72,8";"3";"4,75";"18";"28,49";3555000
"Tupã";"2015";"40";"63,38";"5";"7,92";"8";"12,68";3555000
"Tupã";"2016";"46";"72,95";"6";"9,52";"13";"20,62";3555000
"Tupã";"2017";"47";"74,6";"8";"12,7";"16";"25,4";3555000
"Tupi Paulista";"2013";"12";"82,43";"-";"-";"8";"54,96";3555109
"Tupi Paulista";"2014";"6";"40,94";"2";"13,65";"1";"6,82";3555109
"Tupi Paulista";"2015";"10";"67,74";"1";"6,77";"3";"20,32";3555109
"Tupi Paulista";"2016";"18";"121,76";"6";"40,59";"5";"33,82";3555109
"Tupi Paulista";"2017";"15";"101,32";"3";"20,26";"3";"20,26";3555109
"Turiúba";"2013";"1";"51,87";"-";"-";"1";"51,87";3555208
"Turiúba";"2014";"1";"51,92";"-";"-";"1";"51,92";3555208
